number,age,response_id,gender,fav_char,choice_dictation,Socialiser,Achiever,Explorer,Killer,platform,class,character_gender,Self.Monitoring,Nondisclosure.of.Imperfection,Nondisplay.of.Imperfection,Perfectionistic.Self.Promotion,Openness.To.Experience,Agreeableness,Conscienctiousness,Neuroticism,Extraversion
1046,18 - 20,R_3s4ESyoxI8a76mZ,Female,Tracer,29,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,25 - 29,R_2aDJ5xuhAv2K4w6,Male,Genji,74,3,1,4,2,PC,Offense,Male,13,NA,NA,NA,3,3.428571429,3.8,2.125,3
1048,30 - 34,R_2AG4jdrFFLtEkyO,Male,McCree,71,1,2,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,25 - 29,R_3KNHXqyx1OY6NNO,Male,Widowmaker,70,3,1,4,2,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,25 - 29,R_2qpAAkmjUROBQ2a,Male,Widowmaker,60,1,2,4,3,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,25 - 29,R_rp9jHbLnyKBE08h,Male,Zenyatta,77,4,1,3,2,Playstation,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,25 - 29,R_3M9INcdeQvufU5t,Male,Pharah,33,3,1,4,2,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,21 - 24,R_eybnruFYXIkJ9kZ,Male,Orisa,33,2,1,3,4,Playstation,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,25 - 29,R_2R8MwEFDHodbE5R,Male,Widowmaker,34,4,1,3,2,PC,Defense,Female,NA,NA,NA,NA,3.142857143,4.428571429,3.8,1.25,3.444444444
1055,18 - 20,R_2R97f6sj6jiXgM3,Male,Ana,20,1,2,3,4,PC,Support,Female,NA,NA,NA,NA,3.285714286,3.142857143,2.5,3.75,2.111111111
1056,21 - 24,R_pnl24zcwFCW8WDn,Male,Zenyatta,29,1,3,2,4,PC,Support,Male,9,NA,NA,NA,2.857142857,4.142857143,2.8,2.375,2.333333333
1057,21 - 24,R_1dh5DhdYgUYPOwb,Male,Ana,80,2,1,4,3,PC,Support,Female,11,NA,NA,NA,2.857142857,3.571428571,4.1,1.875,3.222222222
1058,30 - 34,R_3EGPOpY37Pj33hS,Male,Zarya,63,1,4,3,2,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,18 - 20,R_1dNflXCnKOXh75S,Male,Soldier: 76,82,3,1,2,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,18 - 20,R_1LONydOcN4nqblg,Male,Mei,74,4,1,3,2,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,18 - 20,R_yHY5KMLxsuohVE5,Male,Zenyatta,45,1,2,3,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,30 - 34,R_1rjBPVuVu4YgDNu,Male,Mei,39,1,2,4,3,PC,Defense,Female,15,NA,NA,NA,4.142857143,3.857142857,2.9,3.625,3
1063,18 - 20,R_1gBmBIr4NrPQmki,Male,Roadhog,60,2,1,4,3,PC,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,25 - 29,R_10oPUUho6gTkUC4,Male,Tracer,70,1,2,4,3,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,21 - 24,R_23f3Vq3HW98GJQ4,Female,Junkrat,40,2,1,4,3,XBox,Defense,Male,14,NA,NA,NA,2.857142857,4.428571429,3.5,2.625,1.777777778
1066,21 - 24,R_RLfdORoKpLgTyBH,Male,Pharah,36,1,2,3,4,PC,Offense,Female,NA,NA,NA,NA,4.285714286,3.857142857,3.9,1.375,3
1067,21 - 24,R_RVN9qkiW2QbMUy5,Female,McCree,49,1,2,4,3,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,18 - 20,R_2PzXOsR9bnIERgm,Male,Mercy,76,1,3,2,4,PC,Support,Female,19,NA,NA,NA,3,4.285714286,3.5,3.25,2
1069,18 - 20,R_Z1vnccIQoFzcAW5,Male,McCree,29,4,2,1,3,Playstation,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,18 - 20,R_3DdoyjjZOvplACV,Female,Widowmaker,27,2,1,4,3,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,18 - 20,R_sC2CmtHzOsbrPxL,Male,Ana,28,2,1,3,4,PC,Support,Female,NA,NA,NA,NA,2,4.714285714,3.7,1,4
1072,18 - 20,R_1ps1K9oRtdxxAOV,Male,Sombra,39,2,1,4,3,PC,Offense,Female,NA,NA,NA,NA,3,2.571428571,3.7,1.375,3.666666667
1073,18 - 20,R_2YAt5pguDds1uDX,Male,Lucio,70,2,1,3,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,35 - 39,R_9nucib3QKs59yIp,Male,Orisa,82,2,1,3,4,PC,Tank,Female,NA,NA,NA,NA,3,4.571428571,3.4,1.875,2.333333333
1075,25 - 29,R_3KPYh6MfZwEdKpc,Male,Hanzo,71,3,1,4,2,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,25 - 29,R_2qed2U68VeXr2Id,Male,Winston,40,2,1,4,3,Playstation,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,21 - 24,R_2ZV3yaXxHVv1dR3,Male,D. Va,34,3,1,4,2,Playstation,Tank,Female,9,NA,NA,NA,4.285714286,3.857142857,2.7,3.625,1.555555556
1078,21 - 24,R_277puQf2UA7Bt3n,Male,Sombra,66,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,18 - 20,R_puwNQLondED6Rah,Male,Genji,49,3,2,4,1,PC,Offense,Male,15,NA,NA,NA,3.857142857,4.428571429,3.3,1.375,3.222222222
1080,25 - 29,R_emqGtEdDD8K2KTT,Female,D. Va,70,4,2,1,3,PC,Tank,Female,NA,NA,NA,NA,4.571428571,3.857142857,2.3,3,3
1081,18 - 20,R_1mg8wTBcqIs0AIt,Male,Zenyatta,35,1,2,3,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,21 - 24,R_2qjzu9GnL3vO89k,Male,Zenyatta,34,1,3,4,2,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,18 - 20,R_tQVMpPYy5JCEcCJ,Male,Doomfist,80,3,1,4,2,PC,Offense,Male,18,NA,NA,NA,4.714285714,3,3.2,4.5,3.888888889
1084,18 - 20,R_2zGeE27bqkW54mc,Male,Symmetra,82,3,1,4,2,XBox,Support,Female,17,NA,NA,NA,4.714285714,3.428571429,3.9,3.5,3.777777778
1085,18 - 20,R_1laSz6OducOsCA5,Female,Zenyatta,84,1,3,2,4,PC,Support,Male,9,NA,NA,NA,4.428571429,4.714285714,2.8,3,3.222222222
1086,25 - 29,R_1fd7pRj1LWn4nGR,Male,D. Va,71,2,1,3,4,XBox,Tank,Female,14,NA,NA,NA,4.571428571,4.142857143,2,4.125,2.333333333
1087,18 - 20,R_3Dtg9SibUa8ov7O,Male,Doomfist,40,2,1,4,3,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,30 - 34,R_2fjL8vq6vPbVS6e,Male,Genji,50,3,1,4,2,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,18 - 20,R_3KO66Qa5FeFEE5O,Male,Reinhardt,28,3,1,4,2,PC,Tank,Male,NA,NA,NA,NA,2.428571429,4,3.2,1.625,3
1090,18 - 20,R_A0TXegusBMPe90J,Male,Junkrat,72,4,1,2,3,XBox,Defense,Male,10,NA,NA,NA,4,2.285714286,2.6,2.75,2.888888889
1091,21 - 24,R_2WCIx5EGiYx4msT,Male,McCree,49,1,2,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,25 - 29,R_Ce6VgKAn3fK6m3L,Male,Roadhog,72,2,1,4,3,XBox,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,35 - 39,R_1Cg9WwDHCp0v2rE,Male,Hanzo,76,1,2,4,3,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,18 - 20,R_2orV9cbI5iVkrcd,Male,Mercy,29,1,2,3,4,PC,Support,Female,NA,NA,NA,NA,2,4.428571429,2.5,4.25,1.666666667
1095,18 - 20,R_2zIOzsQyYbQddCk,Female,D. Va,72,2,3,4,1,Playstation,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,21 - 24,R_23UJ7rIx0tWlkOs,Male,McCree,40,2,1,4,3,PC,Offense,Male,12,NA,NA,NA,2.714285714,3.285714286,2.6,2.625,2.333333333
1097,18 - 20,R_3ikbRfy6FpD2UV8,Male,D. Va,50,1,4,2,3,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,21 - 24,R_1f7RfVxW1h8UB2B,Male,Zenyatta,30,1,2,4,3,PC,Support,Male,NA,NA,NA,NA,2.857142857,4.571428571,2.7,4,2
1099,25 - 29,R_UuxoAlm4A8HjgFb,Male,McCree,19,2,1,4,3,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,21 - 24,R_1H7xM39RrrUoTGa,Male,Doomfist,79,2,1,3,4,PC,Offense,Male,15,NA,NA,NA,4.428571429,4,1.6,4.75,2.444444444
1101,18 - 20,R_6urdlhi5SGDdK7v,Male,Hanzo,83,2,1,3,4,Playstation,Defense,Male,NA,NA,NA,NA,4,4.571428571,3.5,3.5,2.555555556
1102,25 - 29,R_1go1Lbi9EUSmCvu,Male,Zenyatta,90,1,3,2,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,18 - 20,R_ROjuJSQQg7NHEIN,Male,Sombra,50,1,2,4,3,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,18 - 20,R_20OstaPQyXppksC,Male,Genji,17,2,1,4,3,PC,Offense,Male,NA,NA,NA,NA,3.428571429,2.571428571,2.8,3.375,2.666666667
1105,21 - 24,R_2VJ8LcB5oIcHP9n,Male,Zenyatta,34,2,1,3,4,PC,Support,Male,11,2.285714286,5.3,4.8,4.857142857,3.428571429,3.1,2.75,4
1106,18 - 20,R_r2NHX4ToOWUAhTr,Male,Soldier: 76,29,2,1,3,4,PC,Offense,Male,17,NA,NA,NA,4.142857143,3.714285714,3.2,2.625,2.888888889
1107,18 - 20,R_3GvrHrzT53E2wYR,Male,McCree,40,3,1,2,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,18 - 20,R_1C8edy6RkVoVWwQ,Male,Mercy,81,1,2,3,4,PC,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,18 - 20,R_3oT6HZzrVGXZLwf,Male,Genji,19,3,1,4,2,PC,Offense,Male,NA,NA,NA,NA,3.571428571,3.428571429,3.9,2,2.666666667
1110,18 - 20,R_3J59y6t1K25mkUV,Male,D. Va,70,2,1,4,3,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,18 - 20,R_10PMtTHw56n5vs1,Male,Sombra,30,2,1,3,4,Playstation,Offense,Female,NA,NA,NA,NA,3.285714286,3.428571429,3.3,3,2.333333333
1112,21 - 24,R_3dG4yh7uvFXEzg5,Male,Tracer,66,1,2,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,21 - 24,R_2ro8Q0yVKQbr2xH,Male,Zenyatta,42,1,2,4,3,PC,Support,Male,15,NA,NA,NA,3,3.857142857,3.3,3.75,2.111111111
1114,25 - 29,R_1eE2kgdcawWgSG6,Male,McCree,52,3,1,4,2,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,18 - 20,R_1rH23RjT5666b4Z,Male,Zarya,74,2,1,4,3,XBox,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,18 - 20,R_33CkMvyKcQcklvb,Male,Mercy,39,2,1,3,4,Playstation,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,25 - 29,R_3PY7kEuoLd79IdW,Male,Torbjorn,34,2,1,3,4,XBox,Defense,Male,11,NA,NA,NA,4.714285714,3.714285714,3.1,1.5,3.333333333
1118,18 - 20,R_tRvmW1OyzdY3IMV,Male,Pharah,36,4,1,3,2,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,21 - 24,R_1nZzWYmc9NE3iRc,Female,Junkrat,41,2,1,4,3,Playstation,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,21 - 24,R_1gSDKY1lu7ULmyn,Female,Pharah,80,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,3.714285714,3.571428571,2.3,2.875,1.111111111
1121,21 - 24,R_1JCvONHH8p8lTRQ,Male,Genji,65,1,2,4,3,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,18 - 20,R_2YFGc10GwflbH9Q,Male,Reinhardt,51,1,2,4,3,PC,Tank,Male,NA,NA,NA,NA,3.428571429,3.714285714,3.2,1.875,3.111111111
1123,18 - 20,R_1ilewo4xuWZx001,Female,Ana,68,1,2,4,3,PC,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,21 - 24,R_0CXKksdpUUs7RTz,Male,Reaper,15,4,2,1,3,XBox,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,18 - 20,R_2asN8owsXoo4icg,Male,Genji,90,2,1,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,21 - 24,R_b48my3SCN7wedhf,Male,Zenyatta,91,1,3,2,4,XBox,Support,Male,16,NA,NA,NA,2.714285714,3.857142857,3.3,2.125,3.777777778
1127,18 - 20,R_2xRx4ItoGc9w7rh,Male,Soldier: 76,74,4,1,3,2,XBox,Offense,Male,NA,NA,NA,NA,4,2.285714286,2.5,3.375,3.111111111
1128,25 - 29,R_1hRW1RqX9c4qqEs,Male,Zenyatta,73,2,1,3,4,XBox,Support,Male,9,NA,NA,NA,1.571428571,3.428571429,3.4,2.125,2.111111111
1129,18 - 20,R_yw5tcTBIVBT8mK5,Male,Sombra,0,3,1,4,2,PC,Offense,Female,15,NA,NA,NA,3,4.142857143,2.2,1.5,4.222222222
1130,18 - 20,R_86Ph5aD2vUdsTIt,Male,Lucio,80,1,2,4,3,PC,Support,Male,8,NA,NA,NA,3,4.571428571,4,2.5,2.222222222
1131,35 - 39,R_2WCmySnem2zRkjp,Male,Zarya,60,3,1,2,4,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,25 - 29,R_6lhsukOxpaRZ7u9,Male,Zenyatta,81,2,1,4,3,Playstation,Support,Male,NA,NA,NA,NA,1.428571429,3.857142857,3.4,1.625,3.555555556
1133,25 - 29,R_Q0WjbODrVwFkjyp,Male,Mei,39,1,2,4,3,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,25 - 29,R_2QfyP9Ve6aHmIA2,Male,Zenyatta,60,2,1,4,3,PC,Support,Male,NA,NA,NA,NA,4.857142857,2.857142857,2.6,2.5,2.888888889
1135,21 - 24,R_1GJjatwvcQhIqYY,Male,Pharah,49,2,1,3,4,PC,Offense,Female,17,NA,NA,NA,4.428571429,4.285714286,4.4,1.375,4
1136,21 - 24,R_3r2FhV9ieoEUiqF,Male,Mei,70,3,1,2,4,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,21 - 24,R_2zSHje7KHCd6ajU,Female,Zenyatta,70,2,1,4,3,Playstation,Support,Male,11,NA,NA,NA,3.142857143,4.428571429,2.9,2.125,3.111111111
1138,18 - 20,R_1lcr9QyRZePVIrx,Male,D. Va,38,1,4,2,3,PC,Tank,Female,16,NA,NA,NA,3.428571429,4,3.7,1.25,3
1139,21 - 24,R_RXBJKQU186l6dy1,Male,Junkrat,40,3,1,4,2,Playstation,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,25 - 29,R_2fCDujROsHuPcD7,Male,Zenyatta,70,1,2,3,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,18 - 20,R_1FmIaCo80Ugorzg,Male,McCree,70,2,1,4,3,PC,Offense,Male,14,4.142857143,5.4,3.9,3.428571429,3.714285714,2.8,1.875,2.555555556
1142,21 - 24,R_10AcquDyrUQXp4u,Male,Pharah,71,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,30 - 34,R_3KYF1nTcYYDWdxL,Male,Genji,76,2,1,4,3,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,18 - 20,R_3fxRWPDsc6yF1a9,Male,Pharah,24,1,4,3,2,PC,Offense,Female,NA,NA,NA,NA,5,2.857142857,4.1,3.125,2.666666667
1145,21 - 24,R_2cqJggX5AfEFKi8,Male,D. Va,71,2,1,4,3,PC,Tank,Female,NA,NA,NA,NA,4,4.428571429,2.6,2,1.777777778
1146,18 - 20,R_UWUOkPN9QHnfcJz,Male,Winston,60,2,1,4,3,PC,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,18 - 20,R_324UQTxvwnzapeN,Male,McCree,17,2,1,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,21 - 24,R_w4ymotrQQsmWEzD,Male,D. Va,78,1,2,3,4,XBox,Tank,Female,19,5.571428571,6.7,6.3,4.142857143,3.714285714,2.6,3.5,3.666666667
1149,18 - 20,R_2YXoICaMmdcVhr4,Male,Mercy,100,3,2,1,4,PC,Support,Female,9,NA,NA,NA,2.714285714,3.571428571,1.7,2.625,1.555555556
1150,18 - 20,R_0IctRaqZXjbNiJr,Male,Widowmaker,94,2,1,3,4,PC,Defense,Female,15,NA,NA,NA,3.285714286,3.857142857,2.4,3,3.222222222
1151,35 - 39,R_2D2HBu6IAhZiO9g,Male,D. Va,0,1,2,3,4,PC,Tank,Female,NA,NA,NA,NA,4.142857143,4,3.6,1.875,3.666666667
1152,18 - 20,R_3kjrMZ7hCBOBOWI,Male,Roadhog,84,3,1,4,2,PC,Tank,Male,14,NA,NA,NA,3,3.428571429,3,3.75,1.666666667
1153,25 - 29,R_1JONqHYOoVtT7c9,Male,Zenyatta,40,2,1,3,4,Playstation,Support,Male,NA,NA,NA,NA,3.571428571,3.857142857,2.6,4.125,2.111111111
1154,25 - 29,R_1KqDwsdYTv7XJAx,Male,Zenyatta,39,2,1,4,3,PC,Support,Male,14,NA,NA,NA,3.428571429,4.142857143,2.5,1.875,4.111111111
1155,25 - 29,R_1FneA9PkkXFgHkQ,Male,Ana,93,2,1,3,4,Playstation,Support,Female,NA,NA,NA,NA,3.571428571,3.428571429,3.8,1,4.555555556
1156,18 - 20,R_10Oc7ioQ7TlZ95W,Male,Mercy,50,1,3,4,2,PC,Support,Female,NA,NA,NA,NA,4.142857143,4.714285714,3.3,1.75,2.777777778
1157,35 - 39,R_2ylQ3MpqhUXkEMP,Male,D. Va,0,2,1,4,3,PC,Tank,Female,NA,NA,NA,NA,4.428571429,4,2.4,2.5,2.888888889
1158,18 - 20,R_12QgwCoAcZoYIlK,Male,Sombra,22,2,1,4,3,XBox,Offense,Female,13,NA,NA,NA,4.571428571,3.285714286,3,1.5,2.666666667
1159,21 - 24,R_2duJsqJRPPqup94,Male,Pharah,51,2,1,4,3,Playstation,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,18 - 20,R_0Hdi5ASv3Dtmcnf,Male,Winston,78,1,4,3,2,XBox,Tank,Male,NA,NA,NA,NA,4,3.428571429,3.4,3.125,3.111111111
1161,40 - 49,R_1nTnTY4xHuujIbt,Male,Zenyatta,90,2,1,4,3,PC,Support,Male,14,NA,NA,NA,4.142857143,3.571428571,2.9,3.5,3
1162,21 - 24,R_2CkRAabANFCljWM,Male,Reinhardt,40,1,2,4,3,PC,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,30 - 34,R_0x45DBVi86C0LwR,Male,Zenyatta,86,1,2,4,3,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,18 - 20,R_22J2tt9Kt3VDl25,Male,Symmetra,80,2,1,4,3,Playstation,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,18 - 20,R_1CEMHdDNcVa9GVh,Male,McCree,64,4,1,3,2,XBox,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,18 - 20,R_OH8EM4JnIqr6rlf,Male,McCree,0,2,4,3,1,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,21 - 24,R_1LUWkiUOe96D5Yi,Male,Mercy,81,2,1,3,4,XBox,Support,Female,19,NA,NA,NA,4,4.571428571,3.7,1.5,3.444444444
1168,21 - 24,R_25vwnQFnJspOcU5,Male,Roadhog,53,2,1,4,3,Playstation,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,21 - 24,R_zfgM7KDtnluiftv,Male,Tracer,16,4,1,2,3,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,18 - 20,R_3lFWa3OFiwbP6p1,Male,Roadhog,60,1,3,2,4,PC,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,25 - 29,R_1itC3B94e2r0154,Male,Sombra,40,1,3,2,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,25 - 29,R_1JDDQgxhLhnORwD,Male,Lucio,76,3,1,2,4,PC,Support,Male,8,NA,NA,NA,3.428571429,3.857142857,2.5,1.75,2.333333333
1173,25 - 29,R_323EV9WS57SQcE5,Male,Mei,70,4,1,2,3,PC,Defense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,18 - 20,R_pSNfkgr50SxW0ud,Male,Sombra,33,2,1,4,3,PC,Offense,Female,15,4,4,4,3.142857143,3.428571429,3.2,2.125,2.444444444
1175,18 - 20,R_2tioOOSHyEhDQjK,Male,Sombra,19,1,2,4,3,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,30 - 34,R_ByoIaVbzxDhcUIV,Male,D. Va,19,1,2,4,3,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,21 - 24,R_1n76E6camrmf5B3,Male,Roadhog,80,2,1,4,3,XBox,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,25 - 29,R_sAwXqMwiz36GTRL,Male,McCree,29,2,1,3,4,PC,Offense,Male,NA,NA,NA,NA,2.285714286,4.428571429,4.5,2.25,3.444444444
1179,30 - 34,R_YWjZQOfe7dJLV3X,Male,Orisa,60,1,2,3,4,PC,Tank,Female,14,NA,NA,NA,4.428571429,3.571428571,2.5,2.25,2.444444444
1180,35 - 39,R_2sSVDCapTCfcxLU,Male,D. Va,92,2,1,3,4,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,18 - 20,R_1fmhgwndcEIrhUQ,Male,Pharah,51,1,2,3,4,Playstation,Offense,Female,NA,NA,NA,NA,3.714285714,3.285714286,3.5,1.375,2.444444444
1182,30 - 34,R_21b0aQyZOPk0uFi,Male,Zenyatta,72,2,1,4,3,PC,Support,Male,13,NA,NA,NA,4.142857143,3.428571429,4,2.625,2.222222222
1183,18 - 20,R_1mmEnNxJ2WceikE,Male,Zarya,34,2,1,4,3,Playstation,Tank,Female,NA,NA,NA,NA,2,3.714285714,3.6,1.5,3.111111111
1184,18 - 20,R_zd5pbNJ953LtI9b,Male,Zenyatta,80,2,1,4,3,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,18 - 20,R_brS8Nwi3vNCTfX3,Male,Roadhog,100,1,2,4,3,Playstation,Tank,Male,NA,NA,NA,NA,3.428571429,4.714285714,3.6,3,1.333333333
1186,25 - 29,R_24cOwirNVrMIZHH,Male,Winston,100,2,1,4,3,PC,Tank,Male,9,NA,NA,NA,4.571428571,4.428571429,2.1,3.5,2.555555556
1187,21 - 24,R_2sSJdFYHYwK74ZM,Male,Mei,60,3,4,2,1,PC,Defense,Female,9,NA,NA,NA,3.285714286,3,2.9,2.375,2.666666667
1188,18 - 20,R_YVU0eKprkBNFnlT,Male,Lucio,43,3,1,4,2,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,30 - 34,R_1Pdb0widR9z9K5I,Male,Bastion,78,2,1,4,3,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,21 - 24,R_OxSYOoRtmXVY83D,Male,McCree,80,2,1,4,3,PC,Offense,Male,NA,NA,NA,NA,4.571428571,3.428571429,4.1,2.75,2.666666667
1191,18 - 20,R_2CdObVTlGaoBijj,Male,D. Va,91,1,3,2,4,XBox,Tank,Female,4,NA,NA,NA,2.857142857,4.857142857,3.4,2,1.777777778
1192,18 - 20,R_UoNhWfgiZWpRrFf,Male,Lucio,50,1,3,2,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,30 - 34,R_tY7ibaAU30ChE4x,Male,Tracer,21,3,2,4,1,Playstation,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,18 - 20,R_1DM821ebp0l8jJI,Male,D. Va,31,3,1,4,2,Playstation,Tank,Female,19,NA,NA,NA,4.142857143,3.428571429,2.9,2.625,3
1195,18 - 20,R_zZR4xDEkGzobfnX,Female,Soldier: 76,92,1,2,4,3,XBox,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,21 - 24,R_33qixfCIJAQPX1o,Female,Lucio,52,1,2,3,4,PC,Support,Male,NA,NA,NA,NA,4.285714286,3.857142857,3.1,4.25,1.888888889
1197,21 - 24,R_3CPfeJA55j7GAMb,Male,Symmetra,40,2,1,4,3,Playstation,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,30 - 34,R_3CyfN7PppFPLZJv,Male,McCree,49,1,3,4,2,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,25 - 29,R_21gpa5NHFXJGj7m,Male,Orisa,99,2,1,3,4,XBox,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,18 - 20,R_2S7BdDtxzjAN1Ln,Male,Zenyatta,96,1,3,2,4,Playstation,Support,Male,NA,NA,NA,NA,4.571428571,4.714285714,4.4,3.125,2.777777778
1201,21 - 24,R_Qm2WY5okbPNhglj,Female,Symmetra,48,2,3,1,4,PC,Support,Female,16,NA,NA,NA,3.857142857,3.714285714,3.6,3.375,2.888888889
1202,18 - 20,R_2tD9gznV5o16CZM,Male,Junkrat,100,2,1,4,3,Playstation,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,18 - 20,R_2choZDgljAFV3L7,Female,Genji,39,1,2,3,4,PC,Offense,Male,NA,NA,NA,NA,2.857142857,4.285714286,2.9,4.125,2.777777778
1204,30 - 34,R_vxxUvHvQWMGGTaV,Male,Sombra,70,2,1,4,3,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,25 - 29,R_1i2PCbk3Ve0U7G9,Male,Pharah,0,1,4,2,3,PC,Offense,Female,NA,NA,NA,NA,4.142857143,3.428571429,4.1,4,1.777777778
1206,25 - 29,R_2rx43XaFJfyZFtO,Male,D. Va,48,2,3,1,4,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
